WE(1).Potential (V)	WE(1).Current (A)	Time (s)	Scan
0.12176513671875	7.415771484375E-07	81.0819727952877	1
0.124053955078125	1.21002197265625E-06	81.1063867952261	1
0.12640380859375	1.6314697265625E-06	81.1308007951644	1
0.1287841796875	2.020263671875E-06	81.1552147951028	1
0.131134033203125	2.3828125E-06	81.1796287950411	1
0.133544921875	2.7252197265625E-06	81.2040427949795	1
0.1358642578125	3.04962158203125E-06	81.2284567949179	1
0.138885498046875	3.36944580078125E-06	81.2528707948562	1
0.14129638671875	3.662109375E-06	81.2772847947946	1
0.143707275390625	3.9453125E-06	81.3016987947329	1
0.1461181640625	4.21783447265625E-06	81.3261127946713	1
0.148590087890625	4.4830322265625E-06	81.3505267946097	1
0.1510009765625	4.73388671875E-06	81.374940794548	1
0.15350341796875	4.962158203125E-06	81.3993547944864	1
0.155853271484375	5.194091796875E-06	81.4237687944247	1
0.15826416015625	5.426025390625E-06	81.4481827943631	1
0.160736083984375	5.65185546875E-06	81.4725967943015	1
0.1632080078125	5.865478515625E-06	81.4970107942398	1
0.16552734375	6.072998046875E-06	81.5214247941782	1
0.168060302734375	6.2774658203125E-06	81.5458387941165	1
0.17047119140625	6.4788818359375E-06	81.5702527940549	1
0.17291259765625	6.6741943359375E-06	81.5946667939933	1
0.175323486328125	6.866455078125E-06	81.6190807939316	1
0.177734375	7.049560546875E-06	81.64349479387	1
0.18011474609375	7.2357177734375E-06	81.6679087938084	1
0.1826171875	7.4127197265625E-06	81.6923227937467	1
0.185028076171875	7.586669921875E-06	81.7167367936851	1
0.187408447265625	7.7545166015625E-06	81.7411507936234	1
0.18988037109375	7.928466796875E-06	81.7655647935618	1
0.192291259765625	8.0963134765625E-06	81.7899787935002	1
0.194793701171875	8.26416015625E-06	81.8143927934385	1
0.19720458984375	8.428955078125E-06	81.8388067933769	1
0.199615478515625	8.5845947265625E-06	81.8632207933152	1
0.201995849609375	8.746337890625E-06	81.8876347932536	1
0.20452880859375	8.905029296875E-06	81.912048793192	1
0.2069091796875	9.0576171875E-06	81.9364627931303	1
0.2093505859375	9.2071533203125E-06	81.9608767930687	1
0.21173095703125	9.36279296875E-06	81.985290793007	1
0.2142333984375	9.515380859375E-06	82.0097047929454	1
0.216644287109375	9.6710205078125E-06	82.0341187928838	1
0.2191162109375	9.8175048828125E-06	82.0585327928221	1
0.221527099609375	9.9639892578125E-06	82.0829467927605	1
0.2239990234375	1.0113525390625E-05	82.1073607926988	1
0.22637939453125	1.02630615234375E-05	82.1317747926372	1
0.228759765625	1.0406494140625E-05	82.1561887925756	1
0.231292724609375	1.05499267578125E-05	82.1806027925139	1
0.233673095703125	1.0693359375E-05	82.2050167924523	1
0.236114501953125	1.083984375E-05	82.2294307923906	1
0.23858642578125	1.0986328125E-05	82.253844792329	1
0.24102783203125	1.11297607421875E-05	82.2782587922674	1
0.24346923828125	1.1273193359375E-05	82.3026727922057	1
0.245849609375	1.1419677734375E-05	82.3270867921441	1
0.24835205078125	1.15631103515625E-05	82.3515007920824	1
0.250701904296875	1.170654296875E-05	82.3759147920208	1
0.25311279296875	1.1846923828125E-05	82.4003287919592	1
0.25555419921875	1.19903564453125E-05	82.4247427918975	1
0.258026123046875	1.21368408203125E-05	82.4491567918359	1
0.260467529296875	1.22833251953125E-05	82.4735707917743	1
0.26287841796875	1.24237060546875E-05	82.4979847917126	1
0.265289306640625	1.25701904296875E-05	82.522398791651	1
0.26776123046875	1.27166748046875E-05	82.5468127915893	1
0.270172119140625	1.28631591796875E-05	82.5712267915277	1
0.272613525390625	1.30035400390625E-05	82.5956407914661	1
0.27508544921875	1.31561279296875E-05	82.6200547914044	1
0.277496337890625	1.3299560546875E-05	82.6444687913428	1
0.2799072265625	1.34490966796875E-05	82.6688827912811	1
0.2823486328125	1.36016845703125E-05	82.6932967912195	1
0.2847900390625	1.37481689453125E-05	82.7177107911579	1
0.287261962890625	1.3897705078125E-05	82.7421247910962	1
0.28955078125	1.40533447265625E-05	82.7665387910346	1
0.29205322265625	1.4208984375E-05	82.7909527909729	1
0.29449462890625	1.43707275390625E-05	82.8153667909113	1
0.296905517578125	1.45294189453125E-05	82.8397807908497	1
0.299407958984375	1.468505859375E-05	82.864194790788	1
0.301849365234375	1.48529052734375E-05	82.8886087907264	1
0.30426025390625	1.5020751953125E-05	82.9130227906647	1
0.306671142578125	1.51885986328125E-05	82.9374367906031	1
0.30908203125	1.5362548828125E-05	82.9618507905415	1
0.3115234375	1.553955078125E-05	82.9862647904798	1
0.31390380859375	1.57196044921875E-05	83.0106787904182	1
0.31640625	1.59149169921875E-05	83.0350927903565	1
0.318817138671875	1.611328125E-05	83.0595067902949	1
0.321136474609375	1.63116455078125E-05	83.0839207902333	1
0.323638916015625	1.65252685546875E-05	83.1083347901716	1
0.326080322265625	1.67449951171875E-05	83.13274879011	1
0.328582763671875	1.69708251953125E-05	83.1571627900483	1
0.3309326171875	1.7205810546875E-05	83.1815767899867	1
0.333404541015625	1.74560546875E-05	83.2059907899251	1
0.335784912109375	1.77154541015625E-05	83.2304047898634	1
0.3382568359375	1.79931640625E-05	83.2548187898018	1
0.340667724609375	1.82708740234375E-05	83.2792327897401	1
0.343048095703125	1.85638427734375E-05	83.3036467896785	1
0.34552001953125	1.88812255859375E-05	83.3280607896169	1
0.347991943359375	1.92047119140625E-05	83.3524747895552	1
0.350341796875	1.954345703125E-05	83.3768887894936	1
0.352783203125	1.99066162109375E-05	83.401302789432	1
0.355224609375	2.0281982421875E-05	83.4257167893703	1
