WE(1).Potential (V)	WE(1).Current (A)	Time (s)	Scan
0.534149169921875	5.35888671875E-05	32.2205949186508	1
0.536590576171875	5.87158203125E-05	32.2450089185892	1
0.53912353515625	6.34765625E-05	32.2694229185275	1
0.54144287109375	6.8206787109375E-05	32.2938369184659	1
0.5439453125	7.2906494140625E-05	32.3182509184043	1
0.54638671875	7.763671875E-05	32.3426649183426	1
0.5487060546875	8.23974609375E-05	32.367078918281	1
0.551239013671875	8.734130859375E-05	32.3914929182193	1
0.55364990234375	9.228515625E-05	32.4159069181577	1
0.556060791015625	9.735107421875E-05	32.4403209180961	1
0.558502197265625	0.00010247802734375	32.4647349180344	1
0.56097412109375	0.000107666015625	32.4891489179728	1
0.56329345703125	0.000112884521484375	32.5135629179111	1
0.5657958984375	0.00011822509765625	32.5379769178495	1
0.56817626953125	0.00012353515625	32.5623909177879	1
0.57061767578125	0.000128936767578125	32.5868049177262	1
0.5731201171875	0.000134246826171875	32.6112189176646	1
0.575439453125	0.00013958740234375	32.6356329176029	1
0.577911376953125	0.000144866943359375	32.6600469175413	1
0.580352783203125	0.000150115966796875	32.6844609174797	1
0.582733154296875	0.00015521240234375	32.708874917418	1
0.58526611328125	0.0001602783203125	32.7332889173564	1
0.587646484375	0.000165191650390625	32.7577029172948	1
0.590118408203125	0.00016998291015625	32.7821169172331	1
0.592559814453125	0.000174591064453125	32.8065309171715	1
0.594970703125	0.00017901611328125	32.8309449171098	1
0.59735107421875	0.00018328857421875	32.8553589170482	1
0.599822998046875	0.00018731689453125	32.8797729169866	1
0.60223388671875	0.00019110107421875	32.9041869169249	1
0.60467529296875	0.000194610595703125	32.9286009168633	1
0.60711669921875	0.0001978759765625	32.9530149168016	1
0.609527587890625	0.000200897216796875	32.97742891674	1
0.611968994140625	0.000203582763671875	33.0018429166784	1
0.61444091796875	0.00020599365234375	33.0262569166167	1
0.616790771484375	0.00020806884765625	33.0506709165551	1
0.6192626953125	0.0002098388671875	33.0750849164934	1
0.621734619140625	0.0002113037109375	33.0994989164318	1
0.624114990234375	0.000212432861328125	33.1239129163702	1
0.626556396484375	0.0002132568359375	33.1483269163085	1
0.6290283203125	0.000213836669921875	33.1727409162469	1
0.63140869140625	0.000214080810546875	33.1971549161852	1
0.63385009765625	0.000214080810546875	33.2215689161236	1
0.636322021484375	0.00021380615234375	33.245982916062	1
0.63873291015625	0.00021331787109375	33.2703969160003	1
0.6412353515625	0.000212677001953125	33.2948109159387	1
0.643585205078125	0.00021185302734375	33.319224915877	1
0.646026611328125	0.000210845947265625	33.3436389158154	1
0.64849853515625	0.000209747314453125	33.3680529157538	1
0.6510009765625	0.00020855712890625	33.3924669156921	1
0.65338134765625	0.000207305908203125	33.4168809156305	1
0.6558837890625	0.000205963134765625	33.4412949155688	1
0.65826416015625	0.000204559326171875	33.4657089155072	1
0.6607666015625	0.000203155517578125	33.4901229154456	1
0.663177490234375	0.0002017822265625	33.5145369153839	1
0.665557861328125	0.00020037841796875	33.5389509153223	1
0.66802978515625	0.00019903564453125	33.5633649152606	1
0.670501708984375	0.0001976318359375	33.587778915199	1
0.672882080078125	0.0001962890625	33.6121929151374	1
0.675384521484375	0.000194976806640625	33.6366069150757	1
0.67779541015625	0.00019366455078125	33.6610209150141	1
0.6802978515625	0.0001923828125	33.6854349149525	1
0.68267822265625	0.000191192626953125	33.7098489148908	1
0.685211181640625	0.00019000244140625	33.7342629148292	1
0.68756103515625	0.000188812255859375	33.7586769147675	1
0.68994140625	0.000187713623046875	33.7830909147059	1
0.6923828125	0.0001866455078125	33.8075049146443	1
0.694854736328125	0.000185577392578125	33.8319189145826	1
0.69732666015625	0.0001845703125	33.856332914521	1
0.69976806640625	0.00018359375	33.8807469144593	1
0.70220947265625	0.000182647705078125	33.9051609143977	1
0.70458984375	0.000181732177734375	33.9295749143361	1
0.707122802734375	0.00018084716796875	33.9539889142744	1
0.70947265625	0.00017999267578125	33.9784029142128	1
0.7119140625	0.00017919921875	34.0028169141511	1
0.71435546875	0.000178375244140625	34.0272309140895	1
0.716796875	0.0001776123046875	34.0516449140279	1
0.719268798828125	0.000176849365234375	34.0760589139662	1
0.72174072265625	0.000176116943359375	34.1004729139046	1
0.72418212890625	0.0001754150390625	34.1248869138429	1
0.726593017578125	0.000174774169921875	34.1493009137813	1
0.72906494140625	0.000174102783203125	34.1737149137197	1
0.73150634765625	0.000173492431640625	34.198128913658	1
0.73388671875	0.000172882080078125	34.2225429135964	1
0.73638916015625	0.00017230224609375	34.2469569135347	1
0.738861083984375	0.0001717529296875	34.2713709134731	1
0.7412109375	0.00017120361328125	34.2957849134115	1
0.743743896484375	0.000170684814453125	34.3201989133498	1
0.74615478515625	0.000170166015625	34.3446129132882	1
0.748626708984375	0.000169677734375	34.3690269132265	1
0.751953125	0.000169219970703125	34.3934409131649	1
0.75408935546875	0.00016876220703125	34.4178549131033	1
0.7568359375	0.0001683349609375	34.4422689130416	1
0.75897216796875	0.00016790771484375	34.46668291298	1
0.7611083984375	0.000167510986328125	34.4910969129184	1
0.7635498046875	0.0001671142578125	34.5155109128567	1
0.76629638671875	0.000166748046875	34.5399249127951	1
0.76904296875	0.0001663818359375	34.5643389127334	1
0.77056884765625	0.000166046142578125	34.5887529126718	1
0.77362060546875	0.000165740966796875	34.6131669126102	1
0.77606201171875	0.000165435791015625	34.6375809125485	1
0.77850341796875	0.0001651611328125	34.6619949124869	1
0.780029296875	0.0001649169921875	34.6864089124252	1
0.78338623046875	0.0001646728515625	34.7108229123636	1
