Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Scan
18.614446953003	-0.000105224609375	-0.337249755859375	1
18.6388469529414	-8.63037109375E-05	-0.334991455078125	1
18.6632469528798	-7.3699951171875E-05	-0.3326416015625	1
18.6876469528182	-6.439208984375E-05	-0.33013916015625	1
18.7120469527566	-5.712890625E-05	-0.327789306640625	1
18.736446952695	-5.1177978515625E-05	-0.32537841796875	1
18.7608469526334	-4.60845947265625E-05	-0.3228759765625	1
18.7852469525718	-4.1815185546875E-05	-0.320526123046875	1
18.8096469525102	-3.812255859375E-05	-0.318084716796875	1
18.8340469524486	-3.4869384765625E-05	-0.315704345703125	1
18.858446952387	-3.1982421875E-05	-0.313262939453125	1
18.8828469523254	-2.940673828125E-05	-0.310943603515625	1
18.9072469522638	-2.70751953125E-05	-0.308502197265625	1
18.9316469522022	-2.49603271484375E-05	-0.30609130859375	1
18.9560469521406	-2.303466796875E-05	-0.30352783203125	1
18.980446952079	-2.12677001953125E-05	-0.301116943359375	1
19.0048469520174	-1.9647216796875E-05	-0.298736572265625	1
19.0292469519558	-1.815185546875E-05	-0.296295166015625	1
19.0536469518942	-1.67724609375E-05	-0.293853759765625	1
19.0780469518326	-1.5484619140625E-05	-0.291412353515625	1
19.102446951771	-1.4288330078125E-05	-0.288970947265625	1
19.1268469517094	-1.31744384765625E-05	-0.286529541015625	1
19.1512469516477	-1.21368408203125E-05	-0.2840576171875	1
19.1756469515861	-1.11663818359375E-05	-0.28167724609375	1
19.2000469515245	-1.02508544921875E-05	-0.27923583984375	1
19.2244469514629	-9.3841552734375E-06	-0.27679443359375	1
19.2488469514013	-8.5784912109375E-06	-0.27435302734375	1
19.2732469513397	-7.8094482421875E-06	-0.271881103515625	1
19.2976469512781	-7.086181640625E-06	-0.26947021484375	1
19.3220469512165	-6.402587890625E-06	-0.266998291015625	1
19.3464469511549	-5.7525634765625E-06	-0.264495849609375	1
19.3708469510933	-5.1483154296875E-06	-0.26202392578125	1
19.3952469510317	-4.5611572265625E-06	-0.25958251953125	1
19.4196469509701	-4.0093994140625E-06	-0.257171630859375	1
19.4440469509085	-3.48297119140625E-06	-0.254791259765625	1
19.4684469508469	-2.98095703125E-06	-0.252288818359375	1
19.4928469507853	-2.50823974609375E-06	-0.24993896484375	1
19.5172469507237	-2.0526123046875E-06	-0.24749755859375	1
19.5416469506621	-1.6204833984375E-06	-0.2451171875	1
19.5660469506005	-1.20330810546875E-06	-0.242584228515625	1
19.5904469505389	-8.111572265625E-07	-0.24017333984375	1
19.6148469504773	-4.3426513671875E-07	-0.23773193359375	1
19.6392469504157	-6.90612792968751E-08	-0.235321044921875	1
