Time (s)	WE(1).Current (A)	WE(1).Potential (V)	Scan
19.3940849510346	-0.000167449951171875	-0.4927978515625	1
19.418484950973	-0.000140472412109375	-0.490386962890625	1
19.4428849509114	-0.000122650146484375	-0.48809814453125	1
19.4672849508498	-0.000109375	-0.485687255859375	1
19.4916849507882	-9.8846435546875E-05	-0.48333740234375	1
19.5160849507266	-9.0179443359375E-05	-0.480865478515625	1
19.540484950665	-8.2794189453125E-05	-0.478546142578125	1
19.5648849506034	-7.6446533203125E-05	-0.47601318359375	1
19.5892849505418	-7.0831298828125E-05	-0.4736328125	1
19.6136849504802	-6.5887451171875E-05	-0.47113037109375	1
19.6380849504186	-6.146240234375E-05	-0.468780517578125	1
19.662484950357	-5.7464599609375E-05	-0.4664306640625	1
19.6868849502954	-5.3802490234375E-05	-0.4639892578125	1
19.7112849502338	-5.047607421875E-05	-0.46148681640625	1
19.7356849501722	-4.73236083984375E-05	-0.459075927734375	1
19.7600849501106	-4.449462890625E-05	-0.4566650390625	1
19.784484950049	-4.188232421875E-05	-0.45416259765625	1
19.8088849499874	-3.94561767578125E-05	-0.451812744140625	1
19.8332849499258	-3.71917724609375E-05	-0.4493408203125	1
19.8576849498642	-3.507080078125E-05	-0.446929931640625	1
19.8820849498026	-3.30810546875E-05	-0.444549560546875	1
19.906484949741	-3.12164306640625E-05	-0.441986083984375	1
19.9308849496794	-2.94647216796875E-05	-0.439605712890625	1
19.9552849496177	-2.78106689453125E-05	-0.437164306640625	1
19.9796849495561	-2.62451171875E-05	-0.434783935546875	1
20.0040849494945	-2.47650146484375E-05	-0.43231201171875	1
20.0284849494329	-2.33642578125E-05	-0.42987060546875	1
20.0528849493713	-2.203369140625E-05	-0.427459716796875	1
20.0772849493097	-2.07672119140625E-05	-0.42498779296875	1
20.1016849492481	-1.9561767578125E-05	-0.42254638671875	1
20.1260849491865	-1.84173583984375E-05	-0.42010498046875	1
20.1504849491249	-1.732177734375E-05	-0.417694091796875	1
20.1748849490633	-1.6278076171875E-05	-0.415191650390625	1
20.1992849490017	-1.5277099609375E-05	-0.41278076171875	1
20.2236849489401	-1.4324951171875E-05	-0.410369873046875	1
20.2480849488785	-1.34063720703125E-05	-0.407989501953125	1
20.2724849488169	-1.253662109375E-05	-0.40557861328125	1
20.2968849487553	-1.16943359375E-05	-0.403045654296875	1
20.3212849486937	-1.0882568359375E-05	-0.400634765625	1
20.3456849486321	-1.01104736328125E-05	-0.398223876953125	1
20.3700849485705	-9.3719482421875E-06	-0.39581298828125	1
20.3944849485089	-8.6578369140625E-06	-0.393280029296875	1
20.4188849484473	-7.965087890625E-06	-0.390869140625	1
20.4432849483857	-7.2998046875E-06	-0.38848876953125	1
20.4676849483241	-6.6619873046875E-06	-0.385986328125	1
20.4920849482625	-6.0455322265625E-06	-0.383453369140625	1
20.5164849482009	-5.45654296875E-06	-0.381011962890625	1
20.5408849481393	-4.87060546875E-06	-0.378570556640625	1
20.5652849480776	-4.31732177734375E-06	-0.37615966796875	1
20.589684948016	-3.78448486328125E-06	-0.37384033203125	1
20.6140849479544	-3.27239990234375E-06	-0.371337890625	1
20.6384849478928	-2.7642822265625E-06	-0.368927001953125	1
20.6628849478312	-2.27630615234375E-06	-0.366485595703125	1
20.6872849477696	-1.8096923828125E-06	-0.363983154296875	1
20.711684947708	-1.3641357421875E-06	-0.361602783203125	1
20.7360849476464	-9.21630859375E-07	-0.359161376953125	1
20.7604849475848	-4.9285888671875E-07	-0.356781005859375	1
20.7848849475232	-8.12683105468751E-08	-0.35418701171875	1
20.8092849474616	3.1341552734375E-07	-0.351837158203125	1
20.8336849474	7.061767578125E-07	-0.349395751953125	1
20.8580849473384	1.0797119140625E-06	-0.347137451171875	1
20.8824849472768	1.45111083984375E-06	-0.34478759765625	1
20.9068849472152	1.80389404296875E-06	-0.342437744140625	1
20.9312849471536	2.149658203125E-06	-0.340057373046875	1
20.955684947092	2.48321533203125E-06	-0.337738037109375	1
20.9800849470304	2.81341552734375E-06	-0.335357666015625	1
21.0044849469688	3.12774658203125E-06	-0.33294677734375	1
21.0288849469072	3.4405517578125E-06	-0.33001708984375	1
21.0532849468456	3.7353515625E-06	-0.327545166015625	1
21.077684946784	4.03076171875E-06	-0.325042724609375	1
21.1020849467224	4.317626953125E-06	-0.3226318359375	1
21.1264849466608	4.5953369140625E-06	-0.3201904296875	1
21.1508849465991	4.8431396484375E-06	-0.317779541015625	1
21.1752849465375	5.108642578125E-06	-0.315338134765625	1
21.1996849464759	5.364990234375E-06	-0.31292724609375	1
21.2240849464143	5.609130859375E-06	-0.310546875	1
21.2484849463527	5.853271484375E-06	-0.308074951171875	1
21.2728849462911	6.0882568359375E-06	-0.305694580078125	1
21.2972849462295	6.3232421875E-06	-0.30322265625	1
21.3216849461679	6.5521240234375E-06	-0.300811767578125	1
21.3460849461063	6.77490234375E-06	-0.298370361328125	1
21.3704849460447	6.988525390625E-06	-0.29595947265625	1
21.3948849459831	7.1990966796875E-06	-0.293487548828125	1
21.4192849459215	7.4127197265625E-06	-0.29107666015625	1
21.4436849458599	7.6171875E-06	-0.28863525390625	1
21.4680849457983	7.8094482421875E-06	-0.28619384765625	1
21.4924849457367	7.9986572265625E-06	-0.28375244140625	1
21.5168849456751	8.184814453125E-06	-0.28131103515625	1
