WE(1).Potential (V)	WE(1).Current (A)	Time (s)	Scan
-0.40472412109375	6.5570068359375E-07	22.8030359424279	1
-0.401885986328125	1.20574951171875E-06	22.8274499423662	1
-0.399566650390625	1.69219970703125E-06	22.8518639423046	1
-0.397216796875	2.13104248046875E-06	22.876277942243	1
-0.39483642578125	2.53204345703125E-06	22.9006919421813	1
-0.3924560546875	2.8936767578125E-06	22.9251059421197	1
-0.39013671875	3.2275390625E-06	22.949519942058	1
-0.387115478515625	3.54400634765625E-06	22.9739339419964	1
-0.384613037109375	3.8330078125E-06	22.9983479419348	1
-0.38226318359375	4.09912109375E-06	23.0227619418731	1
-0.379791259765625	4.35089111328125E-06	23.0471759418115	1
-0.37738037109375	4.58221435546875E-06	23.0715899417498	1
-0.374908447265625	4.803466796875E-06	23.0960039416882	1
-0.37255859375	4.9896240234375E-06	23.1204179416266	1
-0.370086669921875	5.18798828125E-06	23.1448319415649	1
-0.3675537109375	5.37109375E-06	23.1692459415033	1
-0.365142822265625	5.5511474609375E-06	23.1936599414416	1
-0.36273193359375	5.718994140625E-06	23.21807394138	1
-0.36041259765625	5.8837890625E-06	23.2424879413184	1
-0.357940673828125	6.0394287109375E-06	23.2669019412567	1
-0.35546875	6.1859130859375E-06	23.2913159411951	1
-0.352996826171875	6.329345703125E-06	23.3157299411334	1
-0.350616455078125	6.4697265625E-06	23.3401439410718	1
-0.34814453125	6.60400390625E-06	23.3645579410102	1
-0.345672607421875	6.732177734375E-06	23.3889719409485	1
-0.34320068359375	6.854248046875E-06	23.4133859408869	1
-0.34088134765625	6.9793701171875E-06	23.4377999408252	1
-0.338470458984375	7.098388671875E-06	23.4622139407636	1
-0.335906982421875	7.2174072265625E-06	23.486627940702	1
-0.33349609375	7.3272705078125E-06	23.5110419406403	1
-0.33111572265625	7.4432373046875E-06	23.5354559405787	1
-0.32867431640625	7.5531005859375E-06	23.559869940517	1
-0.326171875	7.6568603515625E-06	23.5842839404554	1
-0.3238525390625	7.763671875E-06	23.6086979403938	1
-0.321380615234375	7.8643798828125E-06	23.6331119403321	1
-0.318939208984375	7.9681396484375E-06	23.6575259402705	1
-0.316497802734375	8.06884765625E-06	23.6819399402088	1
-0.314117431640625	8.1695556640625E-06	23.7063539401472	1
-0.3116455078125	8.2550048828125E-06	23.7307679400856	1
-0.30926513671875	8.355712890625E-06	23.7551819400239	1
-0.306793212890625	8.4564208984375E-06	23.7795959399623	1
-0.304351806640625	8.551025390625E-06	23.8040099399007	1
-0.301971435546875	8.6456298828125E-06	23.828423939839	1
-0.299530029296875	8.7371826171875E-06	23.8528379397774	1
-0.2969970703125	8.831787109375E-06	23.8772519397157	1
-0.294647216796875	8.9263916015625E-06	23.9016659396541	1
-0.292205810546875	9.02099609375E-06	23.9260799395925	1
-0.289703369140625	9.1094970703125E-06	23.9504939395308	1
-0.28729248046875	9.2010498046875E-06	23.9749079394692	1
-0.284820556640625	9.2926025390625E-06	23.9993219394075	1
-0.28240966796875	9.381103515625E-06	24.0237359393459	1
-0.27996826171875	9.47265625E-06	24.0481499392843	1
-0.277557373046875	9.55810546875E-06	24.0725639392226	1
-0.275146484375	9.6435546875E-06	24.096977939161	1
-0.27264404296875	9.735107421875E-06	24.1213919390993	1
-0.27020263671875	9.8236083984375E-06	24.1458059390377	1
-0.267822265625	9.9090576171875E-06	24.1702199389761	1
-0.265289306640625	9.99755859375E-06	24.1946339389144	1
-0.26300048828125	1.00860595703125E-05	24.2190479388528	1
-0.260498046875	1.01715087890625E-05	24.2434619387911	1
-0.258056640625	1.02569580078125E-05	24.2678759387295	1
-0.255615234375	1.033935546875E-05	24.2922899386679	1
-0.253204345703125	1.04278564453125E-05	24.3167039386062	1
-0.250762939453125	1.05133056640625E-05	24.3411179385446	1
-0.248291015625	1.05987548828125E-05	24.3655319384829	1
-0.24591064453125	1.068115234375E-05	24.3899459384213	1
-0.24346923828125	1.07666015625E-05	24.4143599383597	1
-0.240997314453125	1.08551025390625E-05	24.438773938298	1
-0.238555908203125	1.09405517578125E-05	24.4631879382364	1
-0.23614501953125	1.10260009765625E-05	24.4876019381747	1
-0.233734130859375	1.11083984375E-05	24.5120159381131	1
-0.2313232421875	1.119384765625E-05	24.5364299380515	1
-0.228912353515625	1.1279296875E-05	24.5608439379898	1
-0.22637939453125	1.136474609375E-05	24.5852579379282	1
-0.223968505859375	1.14501953125E-05	24.6096719378666	1
-0.22149658203125	1.15325927734375E-05	24.6340859378049	1
-0.219085693359375	1.162109375E-05	24.6584999377433	1
-0.216644287109375	1.170654296875E-05	24.6829139376816	1
-0.2142333984375	1.17919921875E-05	24.70732793762	1
-0.2117919921875	1.18743896484375E-05	24.7317419375584	1
-0.20928955078125	1.1962890625E-05	24.7561559374967	1
-0.2069091796875	1.204833984375E-05	24.7805699374351	1
-0.204498291015625	1.21307373046875E-05	24.8049839373734	1
-0.202056884765625	1.2213134765625E-05	24.8293979373118	1
-0.1995849609375	1.23016357421875E-05	24.8538119372502	1
-0.197174072265625	1.23870849609375E-05	24.8782259371885	1
-0.194671630859375	1.24755859375E-05	24.9026399371269	1
-0.192291259765625	1.256103515625E-05	24.9270539370652	1
-0.18988037109375	1.26434326171875E-05	24.9514679370036	1
-0.187408447265625	1.273193359375E-05	24.975881936942	1
-0.1849365234375	1.28173828125E-05	25.0002959368803	1
-0.18255615234375	1.29058837890625E-05	25.0247099368187	1
-0.180084228515625	1.29913330078125E-05	25.049123936757	1
-0.17767333984375	1.307373046875E-05	25.0735379366954	1
-0.175201416015625	1.31622314453125E-05	25.0979519366338	1
-0.17279052734375	1.3250732421875E-05	25.1223659365721	1
-0.17034912109375	1.33392333984375E-05	25.1467799365105	1
-0.167938232421875	1.34246826171875E-05	25.1711939364488	1
-0.16546630859375	1.35101318359375E-05	25.1956079363872	1
-0.16302490234375	1.36016845703125E-05	25.2200219363256	1
-0.160614013671875	1.36871337890625E-05	25.2444359362639	1
-0.158172607421875	1.3775634765625E-05	25.2688499362023	1
-0.15570068359375	1.38580322265625E-05	25.2932639361406	1
