nm, A
800,000000, 0,000676
799,000000, 0,008417
798,000000, 0,005824
797,000000, -0,001379
796,000000, 0,005478
795,000000, 0,000085
794,000000, -0,000419
793,000000, 0,004945
792,000000, 0,000786
791,000000, 0,003134
790,000000, 0,005090
789,000000, 0,003990
788,000000, 0,000988
787,000000, 0,008472
786,000000, 0,004922
785,000000, 0,001416
784,000000, 0,001749
783,000000, 0,011003
782,000000, 0,005779
781,000000, 0,007226
780,000000, 0,008932
779,000000, 0,014205
778,000000, 0,013349
777,000000, 0,007819
776,000000, 0,005856
775,000000, 0,009625
774,000000, 0,006357
773,000000, 0,004779
772,000000, -0,000670
771,000000, 0,007193
770,000000, 0,006343
769,000000, 0,006751
768,000000, 0,005354
767,000000, 0,000533
766,000000, 0,005972
765,000000, 0,002207
764,000000, 0,001432
763,000000, 0,007828
762,000000, 0,006269
761,000000, 0,007066
760,000000, 0,002141
759,000000, -0,001453
758,000000, 0,007952
757,000000, 0,004061
756,000000, 0,005891
755,000000, 0,004661
754,000000, 0,006229
753,000000, 0,005494
752,000000, 0,000521
751,000000, -0,000685
750,000000, 0,005272
749,000000, 0,003157
748,000000, 0,005883
747,000000, 0,006739
746,000000, 0,009220
745,000000, 0,010409
744,000000, 0,007428
743,000000, 0,007816
742,000000, -0,001665
741,000000, 0,000855
740,000000, 0,002958
739,000000, 0,005142
738,000000, 0,006828
737,000000, 0,004739
736,000000, 0,007073
735,000000, 0,005983
734,000000, 0,004924
733,000000, 0,005676
732,000000, 0,004283
731,000000, -0,000095
730,000000, 0,002983
729,000000, 0,004689
728,000000, 0,004588
727,000000, 0,005514
726,000000, 0,006621
725,000000, 0,003626
724,000000, 0,006068
723,000000, 0,001224
722,000000, -0,002100
721,000000, 0,000560
720,000000, 0,001878
719,000000, 0,004965
718,000000, 0,009299
717,000000, 0,009988
716,000000, 0,006966
715,000000, 0,004517
714,000000, 0,001819
713,000000, 0,003249
712,000000, 0,004282
711,000000, 0,004607
710,000000, 0,005130
709,000000, 0,004211
708,000000, 0,004699
707,000000, 0,008540
706,000000, 0,009272
705,000000, 0,006168
704,000000, 0,003535
703,000000, 0,004517
702,000000, 0,005606
701,000000, 0,004011
700,000000, 0,004329
699,000000, 0,004653
698,000000, 0,004527
697,000000, 0,002925
696,000000, 0,004915
695,000000, 0,004552
694,000000, 0,004450
693,000000, 0,006604
692,000000, 0,005428
691,000000, 0,003606
690,000000, 0,004044
689,000000, 0,003297
688,000000, 0,003926
687,000000, 0,004428
686,000000, 0,003243
685,000000, 0,004707
684,000000, 0,004439
683,000000, 0,007777
682,000000, 0,005348
681,000000, 0,005714
680,000000, 0,008054
679,000000, 0,007208
678,000000, 0,004560
677,000000, 0,004525
676,000000, 0,005654
675,000000, 0,003121
674,000000, 0,004328
673,000000, 0,007231
672,000000, 0,005278
671,000000, 0,004501
670,000000, 0,004732
669,000000, 0,006194
668,000000, 0,005110
667,000000, 0,003900
666,000000, 0,004779
665,000000, 0,002572
664,000000, 0,003255
663,000000, 0,004963
662,000000, 0,004536
661,000000, 0,004858
660,000000, 0,005251
659,000000, 0,006903
658,000000, 0,006620
657,000000, 0,005398
656,000000, 0,005392
655,000000, 0,005570
654,000000, 0,005907
653,000000, 0,005537
652,000000, 0,006453
651,000000, 0,007281
650,000000, 0,006645
649,000000, 0,005872
648,000000, 0,005700
647,000000, 0,006098
646,000000, 0,007384
645,000000, 0,006595
644,000000, 0,004965
643,000000, 0,006058
642,000000, 0,008625
641,000000, 0,007776
640,000000, 0,004212
639,000000, 0,004770
638,000000, 0,004698
637,000000, 0,003003
636,000000, 0,004305
635,000000, 0,005688
634,000000, 0,005980
633,000000, 0,006185
632,000000, 0,006272
631,000000, 0,004281
630,000000, 0,004436
629,000000, 0,007345
628,000000, 0,006754
627,000000, 0,007376
626,000000, 0,008009
625,000000, 0,005194
624,000000, 0,003460
623,000000, 0,004629
622,000000, 0,006855
621,000000, 0,006421
620,000000, 0,003240
619,000000, 0,003368
618,000000, 0,005301
617,000000, 0,005708
616,000000, 0,006157
615,000000, 0,005836
614,000000, 0,006011
613,000000, 0,005576
612,000000, 0,005767
611,000000, 0,007232
610,000000, 0,005751
609,000000, 0,005003
608,000000, 0,006233
607,000000, 0,005800
606,000000, 0,004372
605,000000, 0,004723
604,000000, 0,004115
603,000000, 0,004160
602,000000, 0,004833
601,000000, 0,005474
600,000000, 0,006408
599,000000, 0,006673
598,000000, 0,005783
597,000000, 0,004273
596,000000, 0,003434
595,000000, 0,004514
594,000000, 0,005801
593,000000, 0,007259
592,000000, 0,007158
591,000000, 0,007483
590,000000, 0,007039
589,000000, 0,006220
588,000000, 0,006032
587,000000, 0,006016
586,000000, 0,005735
585,000000, 0,006155
584,000000, 0,005023
583,000000, 0,005472
582,000000, 0,005415
581,000000, 0,006376
580,000000, 0,006548
579,000000, 0,005660
578,000000, 0,007353
577,000000, 0,006341
576,000000, 0,005295
575,000000, 0,006104
574,000000, 0,004857
573,000000, 0,005357
572,000000, 0,004811
571,000000, 0,005803
570,000000, 0,006403
569,000000, 0,007581
568,000000, 0,006399
567,000000, 0,007260
566,000000, 0,006734
565,000000, 0,005918
564,000000, 0,007002
563,000000, 0,007232
562,000000, 0,006320
561,000000, 0,004853
560,000000, 0,005071
559,000000, 0,005923
558,000000, 0,004323
557,000000, 0,005593
556,000000, 0,006734
555,000000, 0,006524
554,000000, 0,007264
553,000000, 0,007439
552,000000, 0,005298
551,000000, 0,003683
550,000000, 0,006061
549,000000, 0,006687
548,000000, 0,006627
547,000000, 0,005700
546,000000, 0,006826
545,000000, 0,007387
544,000000, 0,005989
543,000000, 0,007215
542,000000, 0,006839
541,000000, 0,007153
540,000000, 0,006029
539,000000, 0,005738
538,000000, 0,005984
537,000000, 0,006536
536,000000, 0,007154
535,000000, 0,007597
534,000000, 0,007887
533,000000, 0,007014
532,000000, 0,007441
531,000000, 0,006795
530,000000, 0,007357
529,000000, 0,008309
528,000000, 0,007531
527,000000, 0,007051
