nm, A
800,000000, 0,006719
799,000000, 0,004062
798,000000, 0,001345
797,000000, -0,002502
796,000000, 0,006173
795,000000, 0,009042
794,000000, -0,005586
793,000000, 0,006788
792,000000, 0,000236
791,000000, 0,007395
790,000000, 0,004520
789,000000, -0,005385
788,000000, 0,002048
787,000000, 0,011458
786,000000, 0,004521
785,000000, -0,002725
784,000000, 0,000760
783,000000, 0,008522
782,000000, 0,014144
781,000000, 0,006560
780,000000, 0,010644
779,000000, 0,006468
778,000000, 0,010777
777,000000, 0,000880
776,000000, 0,009156
775,000000, 0,004951
774,000000, 0,006691
773,000000, 0,001075
772,000000, -0,000964
771,000000, 0,004009
770,000000, 0,004396
769,000000, 0,010636
768,000000, 0,004864
767,000000, -0,000411
766,000000, -0,000173
765,000000, -0,006364
764,000000, 0,002144
763,000000, 0,004822
762,000000, 0,006179
761,000000, 0,008996
760,000000, 0,003916
759,000000, 0,001451
758,000000, 0,002890
757,000000, 0,002032
756,000000, 0,004585
755,000000, 0,003194
754,000000, 0,003773
753,000000, 0,007411
752,000000, 0,003821
751,000000, 0,003292
750,000000, 0,006935
749,000000, 0,003289
748,000000, 0,003489
747,000000, 0,002403
746,000000, 0,009874
745,000000, 0,006599
744,000000, 0,000388
743,000000, 0,005164
742,000000, -0,000962
741,000000, -0,002090
740,000000, 0,002484
739,000000, 0,001866
738,000000, 0,006071
737,000000, 0,001536
736,000000, 0,002808
735,000000, 0,003903
734,000000, 0,003316
733,000000, 0,003931
732,000000, 0,002086
731,000000, 0,000905
730,000000, -0,000314
729,000000, 0,001405
728,000000, 0,001486
727,000000, -0,001179
726,000000, 0,003386
725,000000, 0,004046
724,000000, 0,002656
723,000000, 0,000643
722,000000, -0,001471
721,000000, 0,000954
720,000000, 0,001415
719,000000, 0,002161
718,000000, 0,004481
717,000000, 0,006391
716,000000, 0,003637
715,000000, 0,001258
714,000000, -0,001156
713,000000, -0,000794
712,000000, 0,000680
711,000000, 0,000042
710,000000, -0,002886
709,000000, -0,000272
708,000000, -0,001593
707,000000, 0,001303
706,000000, 0,006312
705,000000, 0,003936
704,000000, 0,004489
703,000000, 0,004727
702,000000, 0,004189
701,000000, 0,000291
700,000000, -0,000149
699,000000, 0,000409
698,000000, 0,000296
697,000000, 0,000963
696,000000, 0,002320
695,000000, 0,002761
694,000000, 0,003787
693,000000, 0,003344
692,000000, 0,001476
691,000000, 0,003788
690,000000, 0,004697
689,000000, 0,002850
688,000000, 0,003001
687,000000, 0,004256
686,000000, 0,001631
685,000000, 0,003652
684,000000, 0,006304
683,000000, 0,007772
682,000000, 0,001857
681,000000, 0,001647
680,000000, 0,001590
679,000000, 0,002867
678,000000, 0,002006
677,000000, 0,001177
676,000000, 0,003352
675,000000, 0,003367
674,000000, 0,001659
673,000000, 0,002764
672,000000, 0,002019
671,000000, 0,003087
670,000000, 0,001377
669,000000, 0,002937
668,000000, 0,002642
667,000000, 0,001602
666,000000, 0,002708
665,000000, 0,001872
664,000000, 0,002552
663,000000, 0,003347
