nm;A
610.000000;0.006868
609.000000;0.007114
608.000000;0.006582
607.000000;0.007674
606.000000;0.007716
605.000000;0.006603
604.000000;0.004717
603.000000;0.005698
602.000000;0.005997
601.000000;0.005857
600.000000;0.006639
599.000000;0.007508
598.000000;0.006170
597.000000;0.005895
596.000000;0.005392
595.000000;0.006774
594.000000;0.007485
593.000000;0.007606
592.000000;0.006582
591.000000;0.006638
590.000000;0.007705
589.000000;0.007450
588.000000;0.006923
587.000000;0.006075
586.000000;0.006362
585.000000;0.006403
584.000000;0.006284
583.000000;0.006911
582.000000;0.007007
581.000000;0.008056
580.000000;0.008591
579.000000;0.008018
578.000000;0.006996
577.000000;0.006757
576.000000;0.006259
575.000000;0.007919
574.000000;0.007242
573.000000;0.006573
572.000000;0.005661
571.000000;0.005822
570.000000;0.008502
569.000000;0.007701
568.000000;0.006528
567.000000;0.007034
566.000000;0.006724
565.000000;0.006222
564.000000;0.006339
563.000000;0.006796
562.000000;0.007964
561.000000;0.007028
560.000000;0.006229
559.000000;0.006073
558.000000;0.005626
557.000000;0.006524
556.000000;0.007803
555.000000;0.007192
554.000000;0.006732
553.000000;0.007178
552.000000;0.006582
551.000000;0.005400
550.000000;0.007043
549.000000;0.007705
548.000000;0.007425
547.000000;0.005778
546.000000;0.007335
545.000000;0.009482
544.000000;0.007329
543.000000;0.007264
542.000000;0.007237
541.000000;0.008189
540.000000;0.008567
539.000000;0.006830
538.000000;0.006684
537.000000;0.008893
536.000000;0.008433
535.000000;0.008173
534.000000;0.008542
533.000000;0.008485
532.000000;0.007867
531.000000;0.008588
530.000000;0.008268
529.000000;0.008872
528.000000;0.008762
527.000000;0.008869
526.000000;0.008762
525.000000;0.009195
524.000000;0.010126
523.000000;0.009782
522.000000;0.009344
521.000000;0.010354
520.000000;0.009739
519.000000;0.009762
518.000000;0.009807
517.000000;0.011410
516.000000;0.009966
515.000000;0.010751
514.000000;0.010434
513.000000;0.011552
512.000000;0.011313
511.000000;0.013067
510.000000;0.012084
509.000000;0.011851
508.000000;0.011394
507.000000;0.011848
506.000000;0.013472
505.000000;0.013488
504.000000;0.014925
503.000000;0.014532
502.000000;0.014154
501.000000;0.014276
500.000000;0.016205
499.000000;0.016418
498.000000;0.015489
497.000000;0.017832
496.000000;0.016282
495.000000;0.017240
494.000000;0.017806
493.000000;0.016991
492.000000;0.018903
491.000000;0.017827
490.000000;0.017684
489.000000;0.017885
488.000000;0.020536
487.000000;0.021191
486.000000;0.022820
485.000000;0.018915
484.000000;0.023123
483.000000;0.021935
482.000000;0.022576
481.000000;0.023991
480.000000;0.023336
479.000000;0.022725
478.000000;0.025233
477.000000;0.025975
476.000000;0.025257
475.000000;0.026215
474.000000;0.025472
473.000000;0.028589
472.000000;0.029288
471.000000;0.028905
470.000000;0.030013
469.000000;0.030548
468.000000;0.031018
467.000000;0.030039
466.000000;0.031789
465.000000;0.033030
464.000000;0.035383
463.000000;0.033182
462.000000;0.036264
461.000000;0.036458
460.000000;0.034416
459.000000;0.036293
458.000000;0.036482
457.000000;0.038266
456.000000;0.038602
455.000000;0.038556
454.000000;0.040534
453.000000;0.040136
452.000000;0.036888
451.000000;0.039780
450.000000;0.040568
449.000000;0.040970
448.000000;0.038534
447.000000;0.040209
446.000000;0.043998
445.000000;0.041655
444.000000;0.043334
443.000000;0.045289
442.000000;0.044575
441.000000;0.044303
440.000000;0.044918
439.000000;0.045108
438.000000;0.046307
437.000000;0.048842
436.000000;0.046640
435.000000;0.044879
434.000000;0.042940
433.000000;0.045627
432.000000;0.045076
431.000000;0.045350
430.000000;0.044600
429.000000;0.044311
428.000000;0.045334
427.000000;0.045609
426.000000;0.045333
425.000000;0.045468
424.000000;0.043923
423.000000;0.042263
422.000000;0.043793
421.000000;0.040423
420.000000;0.040541
419.000000;0.040471
418.000000;0.039938
417.000000;0.040588
416.000000;0.040369
415.000000;0.039721
414.000000;0.038097
413.000000;0.037258
412.000000;0.038423
411.000000;0.036613
410.000000;0.037984
409.000000;0.034731
408.000000;0.035511
407.000000;0.032938
406.000000;0.032353
405.000000;0.033888
404.000000;0.031033
403.000000;0.029475
402.000000;0.030000
401.000000;0.028512
400.000000;0.026165
399.000000;0.029896
398.000000;0.028373
397.000000;0.024230
396.000000;0.023838
395.000000;0.022570
394.000000;0.020190
393.000000;0.022576
392.000000;0.022009
391.000000;0.020658
390.000000;0.019063
389.000000;0.020716
388.000000;0.019192
387.000000;0.018496
386.000000;0.019869
385.000000;0.014329
384.000000;0.012288
383.000000;0.015112
382.000000;0.014552
381.000000;0.015928
380.000000;0.013469
379.000000;0.010491
378.000000;0.006660
377.000000;0.009164
376.000000;0.011413
375.000000;0.010816
374.000000;0.003870
373.000000;-0.003933
372.000000;0.001913
371.000000;0.006532
370.000000;0.006383
369.000000;0.005469
368.000000;0.003331
367.000000;-0.000300
366.000000;0.002226
365.000000;0.001038
364.000000;0.003296
363.000000;0.007712
362.000000;0.012791
361.000000;0.018226
360.000000;0.030202
359.000000;0.038514
358.000000;0.048305
357.000000;0.057115
356.000000;0.063522
355.000000;0.082755
354.000000;0.107555
353.000000;0.122781
352.000000;0.140428
351.000000;0.163812
350.000000;0.182690
349.000000;0.199407
348.000000;0.221308
347.000000;0.238545
346.000000;0.251718
345.000000;0.271374
344.000000;0.288876
343.000000;0.303082
342.000000;0.315445
341.000000;0.328956
340.000000;0.342446
339.000000;0.362195
338.000000;0.386009
337.000000;0.412414
336.000000;0.436492
335.000000;0.467267
334.000000;0.491172
333.000000;0.506557
332.000000;0.524587
331.000000;0.546220
330.000000;0.555805
329.000000;0.560218
328.000000;0.575488
327.000000;0.592849
326.000000;0.597825
325.000000;0.605401
324.000000;0.628277
323.000000;0.629037
322.000000;0.624109
321.000000;0.623498
320.000000;0.647652
319.000000;0.666147
318.000000;0.664594
317.000000;0.662225
316.000000;0.655481
315.000000;0.661918
314.000000;0.668134
313.000000;0.656723
312.000000;0.652608
311.000000;0.659188
310.000000;0.654144
309.000000;0.642137
308.000000;0.634185
307.000000;0.624395
306.000000;0.608102
305.000000;0.609545
304.000000;0.602069
303.000000;0.589250
302.000000;0.581425
301.000000;0.569452
300.000000;0.551281
299.000000;0.537923
298.000000;0.523231
297.000000;0.507492
296.000000;0.484079
295.000000;0.454721
294.000000;0.433073
293.000000;0.394469
292.000000;0.343343
291.000000;0.284755
290.000000;0.212331
289.000000;0.114530
288.000000;-0.009593
287.000000;-0.160977
286.000000;-0.347312
285.000000;-0.530163
284.000000;-0.694312
283.000000;-0.856862
282.000000;-0.997769
281.000000;-1.025620
280.000000;-1.018685
279.000000;-1.069851
278.000000;-1.145519
277.000000;-1.198113
276.000000;-1.216068
275.000000;-1.287469
274.000000;-1.401059
273.000000;-1.306098
272.000000;-1.235888
271.000000;-1.217894
270.000000;-1.203040
269.000000;-1.159925
268.000000;-1.097321
267.000000;-1.101356
266.000000;-1.088350
265.000000;-1.065880
264.000000;-1.044105
263.000000;-1.034685
262.000000;-1.020230
261.000000;-1.015663
260.000000;-1.015645
259.000000;-1.071755
258.000000;-1.127321
257.000000;-1.154459
256.000000;-1.203355
255.000000;-1.280704
254.000000;-1.407120
253.000000;-1.440414
252.000000;-1.503112
251.000000;-1.745017
250.000000;-1.846960
